"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA"
"PE","02.941.990/0015-93","55297654","ISENTO","","N","205-4","06","",""
"CE","28.614.916/0001-50","61656030","067704212","","N","213-5","03","",""
"SP","02.762.121/0009-53","11472600","335141721119","","N","204-6","03","",""
"ES","12.605.284/0001-29","29050555","ISENTO","","N","","06","",""
"MA","03.995.515/0307-40","65590000","128256613","","N","205-4","03","",""
"SC","05.317.331/0004-16","88316001","258336536","","N","206-2","03","",""
"MG","04.901.960/0001-83","36530000","6151635030031","","N","206-2","03","",""
"PA","07.962.437/0001-55","68508030","ISENTO","","N","","06","",""
"RS","92.885.888/0001-05","90240004","ISENTO","","N","223-2","06","",""
"MG","07.459.492/0001-27","38609899","4703547720075","","N","205-4","03","",""
"SP","33.035.029/0002-49","11010121","633855260116","","N","206-2","03","",""
"SC","81.630.246/0001-49","88353501","251977145","","N","206-2","03","",""
"SP","71.788.301/0001-70","12970000","534013847114","","N","","06","",""
"MG","66.294.976/0001-22","38400370","7027699780095","","N","206-2","03","",""
"PR","45.616.609/0001-28","81560170","ISENTO","","N","206-2","06","",""
"MG","14.633.154/0002-06","39200000","0018737390147","","N","","03","",""
"RS","87.779.625/0002-62","99500000","ISENTO","","N","","06","",""
"PA","05.073.077/0001-05","66035220","ISENTO","","N","399-9","06","",""
"ES","17.505.635/0001-43","29300220","ISENTO","","N","223-2","06","",""
"SP","02.499.007/0001-25","14025640","ISENTO","","N","224-0","06","",""
"RS","32.989.602/0001-00","98700000","0650159152","","N","","03","",""
"SP","53.400.248/0001-06","06764290","675040307110","","N","205-4","03","",""
"SP","14.480.292/0001-11","13450010","ISENTO","","N","","06","",""
"ES","52.595.482/0001-73","29101260","084166738","","N","206-2","03","",""
"MG","00.975.945/0001-29","32010050","1869549020099","","N","206-2","03","",""
"PR","06.233.166/0001-34","86300188","ISENTO","","N","","06","",""
"SP","37.645.551/0001-12","17014440","135119760117","","N","206-2","03","",""
"RS","08.817.887/0001-17","95840000","1490052078","","N","","03","",""
"ES","30.464.674/0001-08","29170802","083762868","","N","206-2","03","",""
"PR","77.567.899/0001-53","87300020","ISENTO","","N","","06","",""
"MG","16.736.928/0001-79","37220000","ISENTO","","N","","06","",""
"SP","21.472.945/0001-86","18162742","602028334110","","N","","03","",""
"RJ","33.621.962/0001-17","20031205","ISENTO","","N","","06","",""
"SC","54.290.102/0001-18","88330798","ISENTO","","N","","06","",""
"SP","03.875.931/0002-02","13326800","600267448115","","N","206-2","03","",""
"MG","45.215.569/0001-02","30840530","ISENTO","","N","206-2","06","",""
"SP","10.157.727/0001-30","01418200","148272720115","","N","206-2","03","",""
"RS","18.560.915/0001-17","93310435","0860512118","","N","206-2","03","",""
"ES","28.154.680/0015-12","29050335","082300194","","N","","03","",""
"RS","89.287.676/0001-11","98300000","ISENTO","","N","","06","",""
"PA","47.641.281/0001-25","68560000","158522150","","N","206-2","03","",""
"SP","66.831.223/0001-09","12960000","472067596115","","N","","03","",""
"SP","01.897.216/0001-64","05879430","115005849111","","N","","03","",""
"SP","05.413.409/0001-53","04578903","142652113112","","N","206-2","03","",""
"SC","43.842.746/0001-55","88339515","261353276","","N","","03","",""
"SC","36.946.907/0001-95","89224021","ISENTO","","N","206-2","06","",""
"SP","06.062.083/0002-00","05275000","131489721111","","N","206-2","03","",""
"TO","19.409.700/0002-43","77015008","294737367","","N","206-2","03","",""
"PB","28.703.119/0001-40","58042100","ISENTO","","N","","06","",""
"BA","02.914.460/0220-49","41290550","101207595","","N","206-2","03","",""
"PB","45.579.602/0001-83","58059132","164278389","","N","206-2","03","",""
"RJ","07.418.373/0001-26","20040001","ISENTO","","N","223-2","06","",""
"SP","09.071.443/0001-48","01122010","149808369110","","N","","03","",""
"MT","03.100.732/0012-02","78360000","ISENTO","","N","322-0","06","",""
"RO","84.718.741/0001-00","76914899","00000000487228","","N","","03","",""
"RS","93.280.592/0001-23","95032310","0290194660","","N","","03","",""
"SC","32.099.744/0001-00","89278000","ISENTO","","N","213-5","06","",""
"RS","68.737.857/0001-22","90160180","0963252305","","N","","03","",""
"BA","33.625.959/0001-71","42702400","ISENTO","","N","","06","",""
"AM","32.393.733/0001-20","69104602","ISENTO","","N","213-5","06","",""
"SP","31.411.995/0002-98","04635041","138335534110","","N","206-2","03","",""
"RN","12.598.528/0001-93","59056200","202388654","","N","205-4","03","",""
"ES","04.431.942/0001-85","29045580","ISENTO","","N","206-2","06","",""
"SP","29.249.347/0001-54","16309899","521100816110","","N","205-4","03","",""
"SP","49.686.141/0001-07","13076630","122966975114","","N","","03","",""
"PE","02.117.937/0003-39","51020900","024978329","","N","206-2","03","",""
"SP","06.877.055/0002-41","07210008","336944483110","","N","206-2","03","",""
"PA","31.902.796/0001-00","66015090","ISENTO","","N","","06","",""
"SP","34.630.207/0001-61","06454020","206776448110","","N","","03","",""
"PA","06.292.293/0001-04","68250000","152415939","","N","","03","",""
"SP","41.917.555/0001-80","13902094","ISENTO","","N","","06","",""
"SP","32.054.211/0001-01","18732068","366041296118","","N","","03","",""
"SP","03.237.583/0001-67","04794000","111390854110","","N","205-4","03","",""
"PE","00.000.000/1261-01","55315000","ISENTO","","S","203-8","06","UNIAO",""
"SC","44.911.116/0001-58","88306842","ISENTO","","N","205-4","06","",""
"SP","46.325.254/0005-04","04548005","147562479112","","N","","03","",""
"RJ","04.292.627/0001-14","22640906","ISENTO","","N","206-2","06","",""
"SP","11.150.890/0001-34","01323001","ISENTO","","N","","06","",""
"SP","31.782.920/0001-32","12247016","645952353117","","N","206-2","03","",""
"DF","49.738.279/0001-02","71950770","0820087500111","","N","","03","",""
"MG","00.763.832/0001-60","35434899","5219412210046","","N","205-4","03","",""
"SC","21.603.666/0001-04","88140000","ISENTO","","N","206-2","06","",""
"BA","02.189.924/0010-02","41820020","","","N","","04","",""
"SP","42.446.277/0018-30","09851550","799849409119","","N","206-2","03","",""
"SP","37.451.282/0001-53","13478580","165514269119","","N","","03","",""
"SP","54.761.436/0001-22","06472001","206940131110","","N","","03","",""
"MG","14.764.218/0001-27","37701049","0018868940043","","N","","03","",""
"PR","43.903.622/0001-32","85905370","9091370716","","N","","03","",""
"PE","69.908.994/0001-45","55012010","ISENTO","","N","206-2","06","",""
"ES","02.709.449/0095-39","29197554","082753598","","N","","03","",""
"SC","55.783.273/0001-41","89032322","ISENTO","","N","","06","",""
"SC","10.450.004/0001-25","89460048","255728468","","N","206-2","03","",""
"SP","67.534.560/0001-05","13478722","165114562117","","N","206-2","03","",""
"RS","01.782.065/0001-07","98940000","ISENTO","","N","","06","",""
"RJ","07.361.576/0001-23","25055120","78045752","","N","","03","",""
"PR","35.535.237/0001-51","85804195","9083304550","","N","206-2","03","",""
"SP","03.590.147/0001-77","12412800","528119433114","","N","206-2","03","",""
"RJ","28.580.702/0003-72","27120170","80434030","","N","206-2","03","",""
"MS","11.368.332/0001-40","79103010","283560002","","N","206-2","03","",""
"SP","03.597.703/0006-41","07141900","336905051115","","N","","06","",""
"MA","05.831.389/0001-30","65071390","ISENTO","","N","","06","",""
"MG","29.387.715/0001-20","31844160","ISENTO","","N","","06","",""
"SC","08.866.382/0001-42","89219580","258474459","","N","206-2","03","",""
"SP","12.581.927/0001-41","08771910","454184130112","","N","206-2","03","",""
"ES","11.073.058/0001-81","29101260","ISENTO","","N","","06","",""
"AM","03.715.333/0001-95","69042222","041517881","","N","","03","",""
"SP","49.912.199/0001-13","13972160","374075629110","","N","205-4","03","",""
"DF","07.594.978/0530-26","71931720","0792359100445","","N","","06","",""
"SP","29.443.187/0001-80","06454910","ISENTO","","N","205-4","06","",""
"CE","49.740.453/0001-43","60160045","ISENTO","","N","206-2","06","",""
"SC","37.915.575/0001-44","89520000","ISENTO","","N","","06","",""
"MG","39.874.115/0001-40","31080255","ISENTO","","N","","06","",""
"SC","47.758.695/0001-39","89801142","261937812","","N","206-2","03","",""
"PA","97.551.177/0001-18","66023630","153423625","","N","206-2","03","",""
"SP","03.645.772/0001-79","06460000","ISENTO","","N","","06","",""
"SP","79.052.122/0030-16","14783242","ISENTO","","N","","06","",""
"MG","19.449.602/0001-59","35300034","ISENTO","","N","","06","",""
"RJ","08.208.031/0001-44","22290160","ISENTO","","N","","06","",""
"RS","57.194.212/0001-74","90020025","ISENTO","","N","213-5","06","",""
"PR","14.994.326/0004-39","87680000","9060800526","","N","","03","",""
"MG","51.240.754/0001-50","35540000","0046530830022","","N","","03","",""
"SP","01.898.598/0001-40","04019030","115312867116","","N","206-2","03","",""
"ES","20.755.659/0001-65","29055722","ISENTO","","N","223-2","06","",""
"RS","02.697.859/0001-27","92010250","ISENTO","","N","","06","",""
"SC","37.807.390/0001-16","88306730","260591335","","N","","03","",""
"PA","34.623.710/0001-90","66017000","ISENTO","","N","","06","",""
"MA","07.234.453/0013-65","65071380","121608832","","N","205-4","03","",""
"SP","04.461.453/0001-76","14600000","642086256119","","N","206-2","03","",""
"BA","23.932.419/0001-87","47600000","219170884","","N","","03","",""
"RS","61.638.935/0001-92","91900270","ISENTO","","N","","06","",""
"SP","23.373.000/0029-33","08745900","ISENTO","","N","","06","",""
"SP","62.387.220/0001-77","13170005","671049123115","","N","","03","",""
"RS","02.914.460/0608-03","92480000","3820027612","","N","206-2","03","",""
"PA","32.995.755/0037-70","68638000","ISENTO","","N","","06","",""
"SC","51.639.690/0001-64","88801250","ISENTO","","N","206-2","06","",""
"RJ","58.741.866/0001-33","22021001","ISENTO","","N","213-5","06","",""
"SP","28.947.597/0001-03","14176150","664211141116","","N","","03","",""
"SC","52.528.342/0001-82","89620000","262581426","","N","","03","",""
"SP","19.182.983/0001-52","13288130","714177492116","","N","","03","",""
"SP","30.121.180/0001-20","01156001","ISENTO","","N","","06","",""
"SP","71.564.173/0001-80","18090500","ISENTO","","N","","06","",""
"GO","30.437.369/0001-27","74170120","107274035","","N","206-2","03","",""
"PA","10.656.452/0081-64","68707000","153080523","","N","","03","",""
"RJ","13.646.076/0001-30","22775057","ISENTO","","N","","06","",""
"MG","19.246.256/0001-01","30140120","ISENTO","","N","206-2","06","",""
"RJ","08.996.679/0001-22","27536015","78451424","","N","206-2","03","",""
"RO","22.856.306/0001-87","76801040","ISENTO","","N","","06","",""
"RJ","40.183.550/0001-08","22621070","ISENTO","","N","206-2","06","",""
"SC","00.520.634/0001-75","88200000","253062675","","N","206-2","03","",""
"MG","26.389.015/0001-87","32450000","8509274100026","","N","206-2","03","",""
"BA","00.000.000/5864-55","41820710","ISENTO","","S","203-8","06","UNIAO",""
"PR","14.238.880/0001-43","80250104","ISENTO","","N","206-2","03","",""
"CE","41.548.546/0003-20","60440593","ISENTO","","N","206-2","06","",""
"RN","08.480.071/0001-40","59056000","ISENTO","","N","","06","",""
"GO","22.115.345/0001-23","75388736","10639530","","N","","03","",""
"PE","19.027.380/0001-86","51170610","ISENTO","","N","206-2","06","",""
"SC","42.842.612/0002-52","88780000","261407112","","N","","03","",""
"AL","10.811.677/0001-63","57035000","240715837","","N","","03","",""
"SP","04.824.486/0001-33","13467620","165310654116","","N","206-2","03","",""
"SP","30.216.970/0001-90","04104021","ISENTO","","N","206-2","06","",""
"SC","83.054.478/0008-06","89511340","250400421","","N","205-4","03","",""
"MG","51.370.676/0001-08","39404250","0046616350096","","N","","06","",""
"SP","43.430.388/0001-73","04325000","ISENTO","","N","399-9","06","",""
"BA","17.813.638/0001-44","45828003","ISENTO","","N","206-2","06","",""
"PR","81.054.686/0023-00","83301010","ISENTO","","N","","06","",""
"SP","00.000.000/0351-49","14300037","ISENTO","","S","203-8","06","UNIAO",""
"SP","09.132.509/0001-62","01210002","149851370113","","N","","03","",""
"SC","42.550.804/0001-04","89900000","261166670","","N","206-2","03","",""
"PR","15.329.878/0001-42","86125000","9059173666","","N","206-2","03","",""
"MG","49.536.183/0001-53","37137002","ISENTO","","N","","06","",""
"SP","09.106.530/0001-93","19061450","ISENTO","","N","","06","",""
"MA","04.408.070/0001-34","65010450","ISENTO","","S","132-5","06","",""
"MG","50.467.005/0001-05","38703174","0046039170026","","N","213-5","03","",""
"MS","49.250.292/0001-00","79200000","ISENTO","","N","","06","",""
"SP","11.314.407/0001-00","13465660","165386800119","","N","206-2","03","",""
"SC","55.214.367/0005-23","89190000","262957396","","N","206-2","03","",""
"GO","37.442.139/0001-03","74230100","ISENTO","","N","","06","",""
"DF","36.444.055/0001-38","70632300","0796692900119","","N","","03","",""
"DF","45.901.867/0015-51","70770100","0826881200292","","N","","03","",""
"SP","08.505.776/0003-37","14600000","642060920119","","N","","03","",""
"ES","55.522.805/0001-97","29101650","ISENTO","","N","206-2","06","",""
"SC","97.331.250/0001-46","88730000","252878655","","N","206-2","03","",""
"GO","40.131.524/0001-36","74305470","ISENTO","","N","206-2","06","",""
"MG","01.383.443/0001-71","35181680","6879813720068","","N","","03","",""
"SP","13.298.907/0001-20","06709015","ISENTO","","N","206-2","06","",""
"RJ","42.270.181/0001-16","20261903","ISENTO","","N","306-9","06","*****",""
"SP","13.467.746/0001-51","11050201","633931189110","","N","206-2","03","",""
"SP","07.520.913/0002-69","03005010","117160415110","","N","","03","",""
"PR","76.549.856/0001-82","81170300","ISENTO","","N","206-2","06","",""
"MG","19.921.118/0001-80","37704132","0023285990040","","N","","03","",""
"SP","47.382.077/0001-37","12915560","225428308113","","N","","03","",""
"TO","21.606.092/0001-28","77020016","ISENTO","","N","","06","",""
"SP","33.200.056/0156-85","05003900","145417649119","","N","205-4","03","",""
"MT","50.940.799/0001-74","78550338","ISENTO","","N","","06","",""
"SP","13.812.478/0001-68","09657000","ISENTO","","N","","06","",""
"SP","11.983.661/0001-09","04531080","147214114112","","N","","03","",""
"RS","24.843.113/0001-17","98780669","ISENTO","","N","213-5","06","",""
"PR","00.124.733/0001-38","87055405","9011316783","","N","","03","",""
"MT","41.679.128/0001-00","78040790","ISENTO","","N","","06","",""
"MG","38.579.967/0001-42","39440000","0010442930089","","N","","03","",""
"MT","55.477.572/0001-58","78110335","140639756","","N","","03","",""
"SP","31.857.990/0001-02","04028002","128720471113","","N","","06","",""
"SP","48.674.435/0001-48","04658000","ISENTO","","N","206-2","06","",""
"MG","21.476.627/0001-93","35530000","1664673540073","","N","206-2","03","",""
"MT","18.721.667/0001-49","78210032","135075734","","N","206-2","03","",""
"MA","08.584.700/0001-82","65914630","122411382","","N","","03","",""
"SC","92.791.243/0020-76","89600000","255139730","","N","","03","",""
"SP","16.593.757/0001-76","04564003","145900632118","","N","206-2","03","",""
"SP","44.863.959/0003-98","19023450","ISENTO","","N","214-3","06","",""
"SC","44.273.957/0001-87","89812201","261417738","","N","","03","",""
"SP","07.288.729/0001-54","07901080","ISENTO","","N","","06","",""
"SP","07.536.218/0001-04","04089000","118871671113","","N","206-2","03","",""
"PR","03.295.274/0001-43","80730200","9023084748","","N","205-4","03","",""
"SP","60.831.733/0001-08","01310200","154042741115","","N","206-2","03","",""
"BA","04.303.813/0001-01","45680000","ISENTO","","N","399-9","06","",""
"RO","11.200.726/0016-70","76820390","ISENTO","","N","","06","",""
"SP","02.577.923/0001-36","13602106","182148522112","","N","","03","",""
"RS","55.996.173/0001-01","95914052","ISENTO","","N","","06","",""
"SP","61.403.218/0001-81","13317210","233020100113","","N","206-2","03","",""
"MT","91.574.012/0001-85","78302028","ISENTO","","N","206-2","06","",""
"PR","20.276.923/0001-88","83325360","9066741220","","N","206-2","03","",""
"CE","32.850.702/0001-50","60821760","068919190","","N","206-2","03","",""
"DF","12.445.718/0001-70","70702906","0754635000184","","N","","06","",""
"SC","82.731.266/0001-79","88306001","ISENTO","","N","206-2","06","",""
"RN","01.937.258/0002-62","59633400","200981471","","N","206-2","03","",""
"SP","58.137.638/0001-59","04538905","ISENTO","","N","206-2","06","",""
"SP","29.602.001/0001-98","09550051","ISENTO","","N","","06","",""
"PE","00.000.000/3077-50","55515000","ISENTO","","S","203-8","06","UNIAO",""
"SP","10.142.624/0004-40","13213090","132799176110","","N","","04","",""
"SE","13.167.002/0008-98","49504006","ISENTO","","N","","06","",""
"RS","04.941.624/0001-64","90810240","ISENTO","","N","","06","",""
"MG","02.061.627/0002-69","37560230","0038738220083","","N","","03","",""
"SP","60.127.602/0001-36","12243630","ISENTO","","N","313-1","06","",""
"SP","64.034.655/0001-63","05319000","ISENTO","","N","","06","",""
"RS","17.919.875/0001-94","98700000","0650142810","","N","206-2","03","",""
"AM","04.618.302/0001-89","69020090","041647815","","N","206-2","03","",""
"SP","22.213.299/0001-03","13288181","714064030115","","N","","03","",""
"RS","10.360.293/0002-52","90550052","ISENTO","","S","101-5","06","",""
"SP","33.035.914/0001-47","09060660","ISENTO","","N","","06","",""
"AC","57.690.849/0001-51","69919230","0109731800109","","N","206-2","03","",""
"ES","02.737.853/0001-36","29100909","ISENTO","","N","399-9","06","",""
"ES","24.270.054/0001-35","29041210","ISENTO","","N","","06","",""
"MT","17.356.474/0003-35","78457000","136060811","","N","205-4","03","",""
"SP","28.625.681/0001-00","07180210","796633130114","","N","","03","",""
"MG","27.001.247/0037-90","37031075","7070428010491","","N","205-4","03","",""
"SP","20.393.372/0001-32","02931060","143593946117","","N","","03","",""
"SC","95.313.771/0001-45","88311480","252370163","","N","","03","",""
"SP","39.617.819/0001-38","04570000","129994291113","","N","","03","",""
"RO","11.260.203/0001-33","76940000","ISENTO","","N","","06","",""
"SC","17.467.897/0001-60","88063000","ISENTO","","N","","06","",""
"SP","07.594.978/0038-60","09110560","ISENTO","","N","204-6","06","",""
"MG","31.072.703/0001-59","37130864","0032433720079","","N","","03","",""
"SP","53.396.370/0001-56","02318000","111028296118","","N","206-2","03","",""
"SP","96.535.083/0001-92","09070310","626315459110","","N","206-2","03","",""
"SC","09.564.470/0001-52","89010401","ISENTO","","N","206-2","06","",""
"SP","19.879.236/0001-78","13560180","637228214112","","N","","03","",""
"RJ","10.784.446/0001-08","25963081","ISENTO","","N","","06","",""
"GO","37.324.737/0001-70","75960000","107973952","","N","","03","",""
"SP","04.381.220/0001-63","05690040","119906966111","","N","","06","",""
"TO","24.654.881/0025-08","77760000","ISENTO","","N","","06","",""
"MG","43.412.973/0001-40","35057480","0041402750056","","N","","06","",""
"SP","57.189.367/0001-12","13186546","748296314110","","N","206-2","03","",""
"DF","04.435.721/0001-85","70714020","ISENTO","","N","","06","",""
"SP","15.177.723/0001-38","01435901","ISENTO","","N","206-2","06","",""
"SP","05.002.327/0001-16","05503000","116357118119","","N","","03","",""
"GO","10.900.232/0001-50","74125120","ISENTO","","N","","06","",""
"SC","15.787.198/0002-53","89270000","256768757","","N","206-2","03","",""
"SP","17.179.687/0001-77","17607090","697080180111","","N","","03","",""
"SP","03.656.942/0001-10","04523001","ISENTO","","N","","06","",""
"MG","02.026.096/0001-92","30480250","ISENTO","","N","","06","",""
"SP","27.817.590/0001-04","13295000","388050800110","","N","206-2","03","",""
"RJ","23.476.033/0017-75","21670000","14492542","","N","","03","",""
"RS","39.325.429/0001-94","98995000","2140020434","","N","214-3","03","",""
"RJ","01.126.607/0001-85","20010020","ISENTO","","N","","06","",""
"PR","03.219.633/0001-83","83024899","9019047749","","N","206-2","03","",""
"RS","88.325.113/0001-08","92010050","ISENTO","","N","","06","",""
"RN","17.004.239/0001-32","59020265","ISENTO","","N","","06","",""
"DF","38.371.300/0001-50","71635580","ISENTO","","N","","06","",""
"SP","29.640.028/0001-75","13073027","ISENTO","","N","205-4","06","",""
"PE","09.043.453/0005-01","51150003","086797204","","N","206-2","03","",""
"RS","33.158.319/0001-07","93548360","ISENTO","","N","206-2","06","",""
"SP","44.634.825/0001-33","16050387","177652857114","","N","","03","",""
"SP","12.387.530/0001-13","01302001","ISENTO","","N","","06","",""
"SP","03.002.339/0001-15","04007005","115449932114","","N","","03","",""
"SC","04.622.715/0001-37","89280442","254780601","","N","","03","",""
"SP","24.924.986/0002-35","06715865","278392558118","","N","206-2","03","",""
"PR","04.350.225/0009-86","85520000","ISENTO","","N","","06","",""
"RS","11.062.522/0001-34","90440140","ISENTO","","N","","06","",""
"PB","00.518.251/0001-62","58400248","ISENTO","","N","","06","",""
"RS","00.000.000/3313-84","96222164","ISENTO","","S","203-8","06","UNIAO",""
"BA","02.366.895/0001-08","46430000","048221661","","N","213-5","03","",""
"DF","00.394.544/0023-90","70070923","ISENTO","","N","","06","",""
"RN","02.191.235/0001-33","59115001","200795937","","N","206-2","03","",""
"SP","14.814.762/0001-36","14096190","123304586114","","N","","03","",""
"SP","44.296.514/0001-01","13289144","714167238112","","N","206-2","03","",""
"MG","20.485.451/0001-73","30535000","ISENTO","","N","322-0","06","",""
"TO","17.449.881/0008-00","77023970","ISENTO","","N","206-2","06","",""
"SP","67.307.876/0001-56","12926210","225231940111","","N","","03","",""
"SP","22.208.927/0001-54","04543000","ISENTO","","N","223-2","06","",""
"ES","20.809.479/0001-19","29175520","083238999","","N","","03","",""
"SP","17.243.008/0001-81","07400445","188106789119","","N","","03","",""
"SP","65.846.404/0001-46","14080150","582265220113","","N","206-2","03","",""
"SP","45.779.451/0001-07","13207661","407115270110","","N","206-2","03","",""
"SP","04.869.813/0001-73","13289330","ISENTO","","N","","06","",""
"SP","71.736.037/0001-20","13300003","ISENTO","","N","","06","",""
"SP","33.240.723/0001-17","04571130","ISENTO","","N","214-3","06","",""
"MT","34.836.645/0004-23","78456278","139017666","","N","","03","",""
"SP","40.432.544/0835-06","04719002","114814878119","","N","","03","",""
"GO","42.146.239/0001-14","75901290","ISENTO","","N","206-2","06","",""
"RS","41.000.240/0001-73","90540010","ISENTO","","N","206-2","06","",""
"SP","04.422.160/0001-80","13825000","747067970114","","N","214-3","03","",""
"MS","02.776.669/0001-03","79010050","ISENTO","","N","","06","",""
"RS","92.000.678/0001-92","96535000","ISENTO","","N","","06","",""
"SC","73.989.956/0001-31","89256213","252766903","","N","206-2","03","",""
"SP","05.043.487/0001-03","05711001","116622187118","","N","","06","",""
"SP","01.383.155/0001-17","06030150","120235556113","","N","206-2","03","",""
"BA","14.855.753/0001-93","40010010","ISENTO","","N","306-9","06","",""
"MG","21.845.304/0001-20","30190911","ISENTO","","N","206-2","06","",""
"SP","36.921.522/0001-73","08694080","672463155114","","N","","03","",""
"MS","02.003.402/0013-09","79150000","283229233","","N","","03","",""
"MT","37.766.796/0001-06","78735489","138237980","","N","","03","",""
"SP","59.042.341/0001-72","06532010","623282666111","","N","399-9","03","",""
"MT","32.995.755/0100-41","78135626","ISENTO","","N","214-3","06","",""
"SP","18.502.527/0003-41","13306440","387267897116","","N","","03","",""
"BA","51.152.162/0001-86","45120000","ISENTO","","N","","06","",""
"SC","83.395.921/0001-28","89306076","ISENTO","","N","","06","",""
"MG","62.103.619/0003-40","37701001","ISENTO","","N","399-9","06","",""
"MG","01.438.784/0005-20","32210180","1860558000030","","N","205-4","03","",""
"GO","02.253.813/0036-49","75802119","ISENTO","","N","322-0","06","",""
"RJ","37.895.053/0022-52","20241180","ISENTO","","N","","06","",""
"MS","09.538.989/0001-66","79940000","283474645","","N","","03","",""
"SP","30.284.729/0001-06","05410000","ISENTO","","N","206-2","06","",""
"PE","02.193.012/0001-05","53520810","019510098","","N","206-2","03","",""
"TO","09.366.892/0001-13","77023002","ISENTO","","N","206-2","06","",""
